user_id,pickup_datetime,pickup_latitude,pickup_longitude,nearest_poi
447,2013-06-08 16:32:00,40.747975,-74.004888,6365
448,2013-06-08 14:16:00,40.76755,-73.98613,2322
449,2013-06-08 12:51:00,40.70972,-74.015377,2924
450,2013-06-08 08:14:00,40.747897,-73.973685,3444
451,2013-06-08 14:23:00,40.777642,-73.959147,3374
452,2013-06-08 14:04:00,40.751382,-73.97908,2145
453,2013-06-08 08:51:00,40.740622,-74.007722,5742
454,2013-06-08 03:19:00,40.743837,-73.99035,2065
455,2013-06-08 15:45:00,40.791812,-73.972045,3027
456,2013-06-08 16:09:00,40.741845,-73.997363,790
457,2013-06-08 13:35:00,40.764435,-73.961588,5969
458,2013-06-08 14:38:00,40.71134,-74.008802,4794
459,2013-06-08 09:05:00,40.720247,-74.005267,6292
460,2013-06-08 14:39:00,40.718607,-73.987845,410
461,2013-06-08 12:19:00,40.754597,-73.967102,3452
462,2013-06-08 15:32:00,40.752087,-73.975082,4035
463,2013-06-08 15:38:00,40.748162,-73.996352,3069
464,2013-06-08 12:15:00,40.779557,-73.98823,3337
465,2013-06-08 18:08:00,40.750002,-74.006985,5577
466,2013-06-08 05:40:00,40.765242,-73.987637,2920
467,2013-06-08 14:24:00,40.727312,-73.985602,3997
468,2013-06-08 10:25:00,40.717825,-74.005805,4166
469,2013-06-08 15:22:00,40.732547,-73.987495,2606
470,2013-06-08 10:21:00,40.709905,-74.016425,5773
471,2013-06-08 12:29:00,0,0,5907
472,2013-06-08 18:24:00,40.79449,-73.966335,2861
473,2013-06-08 09:32:00,40.757297,-73.969627,6158
474,2013-06-08 14:31:00,40.764447,-73.977253,4046
475,2013-06-08 13:06:00,40.744717,-73.978995,16
476,2013-06-08 12:50:00,40.783727,-73.951655,5499
477,2013-06-08 12:01:00,40.73141,-73.991472,517
478,2013-06-08 16:17:00,40.746277,-73.972307,982
